# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG43102	FBgn0262562	FBtr0305010	protein_coding	0	115	38	437	39	1	3	19	0	368	38	0	0	0	8	0	0	0	0	107	15
CG43102	FBgn0262562	FBtr0305011	protein_coding	0	119	40	431	39	1	4	19	0	362	40	0	0	0	9	0	0	0	0	110	15
CG43102	FBgn0262562	FBtr0305012	protein_coding	0	88	15	205	39	1	10	19	0	125	15	0	0	0	6	0	0	0	0	82	17
CG43102	FBgn0262562	FBtr0305013	protein_coding	0	50	10	145	39	3	42	19	0	37	10	0	0	0	6	0	0	0	0	42	13
CG43102	FBgn0262562	FBtr0330032	protein_coding	0	118	38	434	36	1	3	19	0	368	38	0	0	0	8	0	0	0	0	110	15
CG43102	FBgn0262562	FBtr0344631	protein_coding	0	102	19	261	39	2	19	19	0	164	19	0	0	0	6	0	0	0	0	95	25
CG43103	FBgn0262563	FBtr0304891	protein_coding	0	1	2	65	1	0	1	38	0	0	2	0	0	0	0	0	0	0	0	1	25
CG43106	FBgn0262566	FBtr0304889	protein_coding	0	5	7	41	0	0	1	23	0	1	7	0	0	0	0	0	0	0	0	5	16
CG43107	FBgn0262567	FBtr0304890	protein_coding	0	5	1	45	4	0	1	19	0	0	1	0	0	0	0	0	0	0	0	5	21
CG43108	FBgn0262568	FBtr0304895	protein_coding	0	14	10	51	5	0	6	20	0	1	10	0	0	0	1	0	0	0	0	13	19
CG43109	FBgn0262569	FBtr0304896	protein_coding	0	2	1	73	0	1	1	45	0	2	1	0	0	0	0	0	0	0	0	1	25
CG43110	FBgn0262570	FBtr0304897	protein_coding	2	16	30	61	5	0	1	34	0	10	30	0	0	1	3	0	1	0	0	13	15
CG43110	FBgn0262570	FBtr0345650	protein_coding	2	23	30	254	141	7	57	50	0	10	30	0	0	1	3	0	1	0	0	13	0
CG43111	FBgn0262571	FBtr0304898	protein_coding	0	10	8	68	3	0	1	32	0	2	8	0	0	0	1	0	0	0	0	9	31
CG43112	FBgn0262572	FBtr0304907	protein_coding	0	3	7	86	5	0	4	32	0	0	7	0	0	0	0	0	0	0	0	3	45
CG43114	FBgn0262574	FBtr0304945	protein_coding	0	0	1	41	2	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	22
CG43114	FBgn0262574	FBtr0339482	protein_coding	0	0	1	41	2	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	22
CG43115	FBgn0262575	FBtr0304946	protein_coding	0	1	0	22	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	13
CG43116	FBgn0262576	FBtr0305046	protein_coding	2	4	8	61	3	0	1	16	0	24	8	0	0	0	0	0	2	0	0	4	17
CG43117	FBgn0262577	FBtr0305048	protein_coding	0	3	2	96	6	0	0	56	0	0	2	0	0	0	0	0	0	0	0	3	34
CG43120	FBgn0262580	FBtr0304959	protein_coding	1	8	24	79	1	0	1	48	0	2	24	0	0	0	1	1	0	0	0	8	27
CG43121	FBgn0262581	FBtr0304960	protein_coding	0	6	9	31	1	0	0	15	0	0	9	0	0	0	0	0	0	0	0	6	15
CG43123	FBgn0262583	FBtr0305124	protein_coding	0	9	4	52	2	0	0	32	0	5	4	0	0	0	0	0	0	0	0	9	13
CG43124	FBgn0262587	FBtr0305116	protein_coding	1	8	14	50	0	0	2	32	0	6	14	0	0	0	4	0	1	0	0	5	13
CG43125	FBgn0262588	FBtr0305117	protein_coding	1	9	22	60	0	0	0	29	0	7	22	0	0	0	4	0	1	0	0	6	27
CG43127	FBgn0262592	FBtr0305199	protein_coding	0	3	1	51	14	0	0	18	0	7	1	0	0	0	3	0	0	0	0	0	15
CG43127	FBgn0262592	FBtr0305200	protein_coding	0	13	4	38	1	0	0	18	0	7	4	0	0	0	4	0	0	0	0	10	15
CG4313	FBgn0025632	FBtr0340107	protein_coding	0	9	3	118	1	1	4	6	0	105	3	0	0	0	0	0	0	0	0	8	2
CG4313	FBgn0025632	FBtr0340108	protein_coding	0	14	6	13	1	0	0	6	0	2	6	0	0	0	0	0	0	0	0	14	4
CG4313	FBgn0025632	FBtr0340109	protein_coding	0	9	3	118	1	1	4	6	0	105	3	0	0	0	0	0	0	0	0	8	2
CG43131	FBgn0262605	FBtr0305279	protein_coding	0	0	7	14	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	8
CG43133	FBgn0262607	FBtr0305281	protein_coding	0	2	0	16	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	2	6
CG43134	FBgn0262608	FBtr0305282	protein_coding	0	8	3	9	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	8	1
CG43134	FBgn0262608	FBtr0307049	protein_coding	0	8	3	9	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	8	1
CG43135	FBgn0262609	FBtr0305283	protein_coding	0	3	1	17	0	0	0	8	0	1	1	0	0	0	1	0	0	0	0	2	9
CG43136	FBgn0262610	FBtr0305284	protein_coding	0	1	2	60	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	1	18
CG43137	FBgn0262611	FBtr0305285	protein_coding	0	3	0	33	2	0	0	20	0	1	0	0	0	0	0	0	0	0	0	3	10
CG43138	FBgn0262612	FBtr0305286	protein_coding	0	7	2	19	2	0	0	13	0	0	2	0	0	0	0	0	0	0	0	7	4
CG43139	FBgn0262613	FBtr0305290	protein_coding	0	1	6	47	1	1	4	13	0	0	6	0	0	0	0	0	0	0	0	0	29
CG43139	FBgn0262613	FBtr0305291	protein_coding	0	2	6	50	2	1	4	15	0	0	6	0	0	0	1	0	0	0	0	0	29
CG43145	FBgn0262621	FBtr0305483	protein_coding	0	2	5	56	1	0	3	39	0	0	5	0	0	0	0	0	0	0	0	2	13
CG43147	FBgn0262623	FBtr0305487	protein_coding	0	1	0	28	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	23
CG43147	FBgn0262623	FBtr0344808	protein_coding	0	1	0	28	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	23
CG43149	FBgn0262679	FBtr0305596	protein_coding	0	0	0	8	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3
CG43153	FBgn0262683	FBtr0305602	protein_coding	0	3	13	37	2	0	3	10	0	0	13	0	0	0	0	0	0	0	0	3	22
CG43155	FBgn0262685	FBtr0305607	protein_coding	0	6	2	195	3	1	3	8	0	178	2	0	0	0	2	0	0	0	0	3	5
CG43156	FBgn0262686	FBtr0305610	protein_coding	0	0	0	9	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	1
CG43163	FBgn0262719	FBtr0305700	protein_coding	0	217	20	299	4	0	2	9	0	258	20	0	0	0	7	0	0	0	0	212	30
CG43163	FBgn0262719	FBtr0308608	protein_coding	0	217	20	299	4	0	4	9	0	256	20	0	0	0	7	0	0	0	0	212	30
CG43165	FBgn0262721	FBtr0305706	protein_coding	0	5	6	105	1	0	9	62	0	6	6	0	0	0	0	0	0	0	0	5	27
CG43167	FBgn0262786	FBtr0305896	protein_coding	1	8	1	47	4	1	4	11	0	0	1	0	0	0	0	0	1	0	0	7	28
CG43168	FBgn0262787	FBtr0305900	protein_coding	0	0	1	34	9	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	15
CG43169	FBgn0262788	FBtr0305902	protein_coding	0	4	2	87	1	1	3	44	0	9	2	0	0	0	2	0	0	0	0	2	31
CG43171	FBgn0262790	FBtr0305906	protein_coding	0	0	0	64	13	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	21
CG43171	FBgn0262790	FBtr0339457	protein_coding	0	0	0	64	13	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	21
CG43171	FBgn0262790	FBtr0346951	protein_coding	0	0	0	58	13	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	17
CG43172	FBgn0262791	FBtr0305907	protein_coding	0	4	0	61	3	1	8	17	0	10	0	0	0	0	1	0	0	0	0	2	24
CG43172	FBgn0262791	FBtr0346509	protein_coding	0	3	0	55	3	0	6	17	0	4	0	0	0	0	1	0	0	0	0	2	26
CG43175	FBgn0262794	FBtr0305917	protein_coding	0	6	6	55	2	0	0	31	0	4	6	0	0	0	1	0	0	0	0	5	19
CG43175	FBgn0262794	FBtr0346322	protein_coding	0	4	6	494	2	0	0	32	0	425	6	0	0	0	1	0	0	0	0	3	36
CG43178	FBgn0262807	FBtr0305948	protein_coding	0	1	0	63	8	0	6	28	0	0	0	0	0	0	0	0	0	0	0	1	21
CG43178	FBgn0262807	FBtr0339456	protein_coding	0	1	0	63	8	0	6	28	0	0	0	0	0	0	0	0	0	0	0	1	21
CG43178	FBgn0262807	FBtr0346950	protein_coding	0	1	0	57	8	0	4	28	0	0	0	0	0	0	0	0	0	0	0	1	17
CG43179	FBgn0262808	FBtr0306052	protein_coding	1	5	6	62	1	0	0	22	0	5	6	0	0	0	0	0	1	0	0	5	34
CG4318	FBgn0030455	FBtr0301690	protein_coding	0	4	4	22	9	0	0	10	0	0	4	0	0	0	0	0	0	0	0	4	3
CG43181	FBgn0262810	FBtr0306054	protein_coding	0	3	5	12	4	0	0	5	0	0	5	0	0	0	0	0	0	0	0	3	3
CG43182	FBgn0262811	FBtr0306055	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
CG43183	FBgn0262812	FBtr0306056	protein_coding	0	8	4	71	2	1	2	43	0	3	4	0	0	0	1	0	0	0	0	6	22
CG43184	FBgn0262813	FBtr0306058	protein_coding	0	2	0	35	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	2	18
CG43185	FBgn0262814	FBtr0344574	protein_coding	0	5	4	140	7	2	22	53	0	3	4	0	0	0	0	0	0	0	0	3	55
CG43185	FBgn0262814	FBtr0344575	protein_coding	0	8	4	140	8	1	10	52	0	15	4	0	0	0	4	0	0	0	0	3	59
CG43187	FBgn0262816	FBtr0306048	protein_coding	0	12	17	58	11	1	1	18	0	17	17	0	0	0	3	0	0	0	0	9	13
CG43187	FBgn0262816	FBtr0345656	protein_coding	0	12	17	160	106	1	1	25	0	17	17	0	0	0	3	0	0	0	0	9	13
CG43188	FBgn0262817	FBtr0306049	protein_coding	1	2	0	120	14	0	2	13	0	62	0	0	0	1	1	0	0	0	0	1	30
CG43190	FBgn0262819	FBtr0306061	protein_coding	0	10	2	57	10	1	2	29	0	2	2	0	0	0	0	0	0	0	0	9	14
CG43191	FBgn0262820	FBtr0306063	protein_coding	0	8	11	65	3	0	0	20	0	10	11	0	0	0	2	0	0	0	0	6	34
CG43192	FBgn0262821	FBtr0306064	protein_coding	0	6	4	76	3	0	0	33	0	6	4	0	0	0	2	0	0	0	0	4	35
CG43195	FBgn0262824	FBtr0306044	protein_coding	0	10	4	50	3	1	12	21	0	8	4	0	0	0	1	0	0	0	0	8	7
CG43195	FBgn0262824	FBtr0308771	protein_coding	0	9	4	44	3	1	5	21	0	9	4	0	0	0	1	0	0	0	0	7	7
CG43198	FBgn0262827	FBtr0306067	protein_coding	0	5	2	13	0	0	0	10	0	4	2	0	0	0	2	0	0	0	0	4	0
CG43200	FBgn0262836	FBtr0306077	protein_coding	0	2	0	62	9	0	3	17	0	10	0	0	0	0	1	0	0	0	0	1	24
CG43201	FBgn0262837	FBtr0306076	protein_coding	0	0	0	64	13	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	21
CG43201	FBgn0262837	FBtr0339458	protein_coding	0	0	0	64	13	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	21
CG43203	FBgn0262839	FBtr0306081	protein_coding	0	2	0	70	13	0	0	36	0	1	0	0	0	0	0	0	0	0	0	2	20
CG43204	FBgn0262840	FBtr0306082	protein_coding	0	0	1	37	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	19
CG43206	FBgn0262842	FBtr0306084	protein_coding	0	2	3	42	2	1	5	13	0	0	3	0	0	0	1	0	0	0	0	1	22
CG43207	FBgn0262843	FBtr0306079	protein_coding	0	0	2	59	7	0	1	17	0	1	2	0	0	0	1	0	0	0	0	0	33
CG43208	FBgn0262844	FBtr0306120	protein_coding	0	1	4	52	4	0	2	28	0	3	4	0	0	0	0	0	0	0	0	1	15
CG43209	FBgn0262845	FBtr0306121	protein_coding	0	8	5	112	0	0	0	58	0	6	5	0	0	0	2	0	0	0	0	6	50
CG43210	FBgn0262846	FBtr0306142	protein_coding	0	5	2	54	2	2	17	11	0	0	2	0	0	0	0	0	0	0	0	3	24
CG43210	FBgn0262846	FBtr0346521	protein_coding	0	4	2	51	2	1	12	11	0	0	2	0	0	0	0	0	0	0	0	3	26
CG43210	FBgn0262846	FBtr0346522	protein_coding	0	5	2	54	2	2	17	11	0	0	2	0	0	0	0	0	0	0	0	3	24
CG43218	FBgn0262854	FBtr0306159	protein_coding	0	2	2	36	0	0	0	23	0	1	2	0	0	0	0	0	0	0	0	2	12
CG43219	FBgn0262855	FBtr0306161	protein_coding	1	0	1	57	0	0	5	20	0	30	1	0	0	0	1	0	0	1	0	0	2
CG43220	FBgn0262856	FBtr0310202	protein_coding	0	0	0	47	0	0	1	34	0	1	0	0	0	0	0	0	0	0	0	0	11
CG43221	FBgn0262857	FBtr0445728	protein_coding	0	2	0	57	5	0	0	20	0	2	0	0	0	0	2	0	0	0	0	0	32
CG43222	FBgn0262858	FBtr0306166	protein_coding	0	8	1	48	1	1	8	13	0	1	1	0	0	0	0	0	0	0	1	6	25
CG43222	FBgn0262858	FBtr0339136	protein_coding	0	7	1	41	0	0	3	12	0	1	1	0	0	0	0	0	0	0	1	6	25
CG43229	FBgn0262874	FBtr0306280	protein_coding	0	2	1	15	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	8
CG43229	FBgn0262874	FBtr0306281	protein_coding	0	2	1	15	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	8
CG43230	FBgn0262875	FBtr0306282	protein_coding	1	3	2	71	9	1	8	23	0	3	2	0	0	0	1	0	1	0	0	1	29
CG43231	FBgn0262876	FBtr0306283	protein_coding	2	2	1	81	28	1	3	18	0	10	1	0	0	1	1	0	0	1	0	0	23
CG43232	FBgn0262877	FBtr0306284	protein_coding	0	7	3	49	0	3	6	38	0	1	3	0	0	0	1	0	0	0	0	3	5
CG43232	FBgn0262877	FBtr0347283	protein_coding	0	7	3	74	16	3	6	47	0	1	3	0	0	0	1	0	0	0	0	3	5
CG43233	FBgn0262878	FBtr0306287	protein_coding	0	3	4	44	2	0	1	21	0	4	4	0	0	0	1	0	0	0	0	3	16
CG43233	FBgn0262878	FBtr0343229	protein_coding	1	0	0	50	8	0	1	21	0	5	0	0	0	1	0	0	0	0	0	0	16
CG43235	FBgn0262880	FBtr0306288	protein_coding	0	7	9	75	0	0	2	37	0	4	9	0	0	0	2	0	0	0	0	5	34
CG43236	FBgn0262881	FBtr0306289	protein_coding	0	1	3	76	0	0	1	49	0	0	3	0	0	0	0	0	0	0	0	1	26
CG43236	FBgn0262881	FBtr0345941	protein_coding	0	1	3	91	4	0	1	60	0	0	3	0	0	0	0	0	0	0	0	1	26
CG43237	FBgn0262882	FBtr0306290	protein_coding	0	3	4	47	4	0	0	16	0	0	4	0	0	0	0	0	0	0	0	3	27
CG4324	FBgn0034956	FBtr0072197	protein_coding	0	35	12	58	0	4	11	10	0	18	12	0	0	0	3	0	0	0	0	29	21
CG4324	FBgn0034956	FBtr0343347	protein_coding	0	37	12	56	0	4	9	10	0	20	12	0	0	0	5	0	0	0	0	29	21
CG43244	FBgn0262889	FBtr0306303	protein_coding	0	8	10	103	0	0	0	46	0	5	10	0	0	0	1	0	0	0	0	7	53
CG43245	FBgn0262890	FBtr0306304	protein_coding	0	2	2	65	13	0	2	28	0	0	2	0	0	0	1	0	0	0	0	1	22
CG43245	FBgn0262890	FBtr0334743	protein_coding	0	2	2	65	13	0	2	28	0	0	2	0	0	0	1	0	0	0	0	1	22
CG43246	FBgn0262891	FBtr0306305	protein_coding	0	6	0	13	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	6	9
CG43248	FBgn0262893	FBtr0306309	protein_coding	2	3	4	63	5	0	1	17	0	4	4	0	0	0	2	2	0	0	0	1	38
CG43248	FBgn0262893	FBtr0344570	protein_coding	1	4	3	72	5	2	3	17	0	25	3	0	0	1	1	0	0	0	0	1	24
CG43249	FBgn0262894	FBtr0306310	protein_coding	0	2	5	67	0	0	2	35	0	5	5	0	0	0	0	0	0	0	0	2	25
CG4325	FBgn0026878	FBtr0070342	protein_coding	0	3	1	20	0	0	3	4	0	1	1	0	0	0	0	0	0	0	0	3	12
CG4325	FBgn0026878	FBtr0310443	protein_coding	0	3	1	23	3	0	3	4	0	1	1	0	0	0	0	0	0	0	0	3	12
CG43251	FBgn0262896	FBtr0306312	protein_coding	0	0	1	26	4	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	3
CG43254	FBgn0262899	FBtr0306323	protein_coding	0	3	1	53	1	0	0	29	0	1	1	0	0	0	1	0	0	0	0	3	22
CG43254	FBgn0262899	FBtr0310579	protein_coding	0	3	1	53	1	0	0	29	0	1	1	0	0	0	1	0	0	0	0	3	22
CG43255	FBgn0262900	FBtr0306324	protein_coding	0	6	5	37	3	0	0	14	0	0	5	0	0	0	0	0	0	0	0	6	20
CG43267	FBgn0262948	FBtr0306554	protein_coding	0	4	8	44	3	0	1	19	0	0	8	0	0	0	0	0	0	0	0	4	21
CG43271	FBgn0262960	FBtr0306711	protein_coding	1	1	2	38	2	0	5	6	0	12	2	0	1	0	0	0	0	0	0	1	14
CG43271	FBgn0262960	FBtr0306712	protein_coding	0	2	2	39	2	0	8	6	0	9	2	0	0	0	1	0	0	0	0	1	14
CG43271	FBgn0262960	FBtr0306713	protein_coding	0	2	2	39	2	1	12	6	0	5	2	0	0	0	0	0	0	0	0	1	14
CG43271	FBgn0262960	FBtr0345462	protein_coding	0	1	2	37	2	0	7	6	0	0	2	0	0	0	0	0	0	0	0	1	22
CG43272	FBgn0262961	FBtr0479885	protein_coding	0	12	5	69	3	0	1	16	0	7	5	0	0	0	1	0	0	0	0	12	42
CG43272	FBgn0262961	FBtr0479886	protein_coding	0	12	5	69	2	0	1	17	0	7	5	0	0	0	0	0	0	0	0	12	42
CG43273	FBgn0262962	FBtr0306717	protein_coding	0	4	4	28	4	0	0	21	0	0	4	0	0	0	0	0	0	0	0	4	3
CG43273	FBgn0262962	FBtr0415453	protein_coding	0	4	4	28	4	0	0	21	0	0	4	0	0	0	0	0	0	0	0	4	3
CG43277	FBgn0262966	FBtr0306718	protein_coding	0	2	3	54	2	0	1	23	0	4	3	0	0	0	1	0	0	0	0	1	24
CG4328	FBgn0036274	FBtr0301071	protein_coding	0	24	8	178	3	2	5	44	0	101	8	0	0	0	2	0	0	0	0	21	26
CG43288	FBgn0262980	FBtr0306816	protein_coding	0	1	3	46	2	1	1	28	0	0	3	0	0	0	0	0	0	0	0	0	15
CG4329	FBgn0034745	FBtr0071940	protein_coding	0	65	2	59	0	0	0	16	0	11	2	0	0	0	4	0	0	0	0	61	36
CG43290	FBgn0262982	FBtr0306818	protein_coding	0	1	3	23	2	0	0	18	0	3	3	0	0	0	0	0	0	0	0	1	0
CG43291	FBgn0262983	FBtr0306819	protein_coding	0	1	1	46	3	0	0	27	0	0	1	0	0	0	1	0	0	0	0	0	16
CG43291	FBgn0262983	FBtr0346061	protein_coding	0	1	0	30	3	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0
CG43291	FBgn0262983	FBtr0347150	protein_coding	0	0	1	82	36	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	16
CG43292	FBgn0262984	FBtr0306820	protein_coding	0	10	2	68	0	0	4	24	0	11	2	0	0	0	4	0	0	0	0	6	33
CG43293	FBgn0262985	FBtr0306821	protein_coding	0	3	2	23	0	0	0	14	0	4	2	0	0	0	1	0	0	0	0	2	6
CG43293	FBgn0262985	FBtr0306822	protein_coding	0	3	2	23	0	1	3	14	0	0	2	0	0	0	0	0	0	0	0	2	6
CG43294	FBgn0262986	FBtr0306824	protein_coding	0	4	6	38	1	2	3	14	0	0	6	0	0	0	0	0	0	0	0	2	20
CG43294	FBgn0262986	FBtr0473614	protein_coding	0	3	7	37	1	1	1	14	0	1	7	0	0	0	0	0	0	0	0	2	20
CG43295	FBgn0262987	FBtr0306825	protein_coding	1	6	9	18	0	0	0	13	0	1	9	0	0	0	0	0	1	0	0	6	4
CG43296	FBgn0262988	FBtr0306826	protein_coding	0	2	3	26	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	2	21
CG43307	FBgn0262999	FBtr0306842	protein_coding	0	1	3	70	0	0	0	38	0	0	3	0	0	0	0	0	0	0	0	1	32
CG43308	FBgn0263000	FBtr0306843	protein_coding	0	11	5	43	0	1	8	19	0	6	5	0	0	0	1	0	0	0	0	9	11
CG43308	FBgn0263000	FBtr0342705	protein_coding	0	11	5	43	0	1	8	19	0	6	5	0	0	0	1	0	0	0	0	9	11
CG43312	FBgn0263004	FBtr0306848	protein_coding	1	2	2	23	2	0	0	9	0	0	2	0	0	0	0	0	1	0	0	2	12
CG43313	FBgn0263005	FBtr0306847	protein_coding	0	49	9	252	6	1	9	7	0	222	9	0	0	0	1	0	0	0	0	47	9
CG43313	FBgn0263005	FBtr0346130	protein_coding	0	49	9	258	9	1	9	10	0	222	9	0	0	0	1	0	0	0	0	47	9
CG43315	FBgn0263020	FBtr0306900	protein_coding	0	14	6	58	4	0	1	25	0	5	6	0	0	0	2	0	0	0	0	12	25
CG43315	FBgn0263020	FBtr0306901	protein_coding	0	13	5	60	4	0	1	25	0	8	5	0	0	0	3	0	0	0	0	10	25
CG43316	FBgn0263021	FBtr0306902	protein_coding	0	14	8	72	0	0	0	38	0	11	8	0	0	0	1	0	0	0	1	13	23
CG43317	FBgn0263022	FBtr0306903	protein_coding	0	8	3	46	1	1	3	24	0	2	3	0	0	0	2	0	0	0	0	6	17
CG43318	FBgn0263023	FBtr0306904	protein_coding	0	7	7	31	1	0	0	10	0	4	7	0	0	0	0	0	0	0	0	7	16
CG43319	FBgn0263024	FBtr0306923	protein_coding	0	2	7	56	3	0	0	41	0	0	7	0	0	0	0	0	0	0	0	2	12
CG4332	FBgn0030456	FBtr0073726	protein_coding	0	3	7	20	4	0	0	8	0	0	7	0	0	0	0	0	0	0	0	3	8
CG43321	FBgn0263026	FBtr0306925	protein_coding	0	8	3	118	10	0	3	50	0	0	3	0	0	0	0	0	0	0	1	7	55
CG43322	FBgn0263027	FBtr0306926	protein_coding	0	29	17	96	5	1	9	34	0	7	17	0	0	0	3	0	0	0	0	25	43
CG43324	FBgn0263029	FBtr0306907	protein_coding	0	2	0	40	3	0	3	18	0	0	0	0	0	0	1	0	0	0	0	1	16
CG43325	FBgn0263030	FBtr0306908	protein_coding	0	16	3	81	23	0	1	35	0	11	3	0	0	0	3	0	0	0	0	14	13
CG43325	FBgn0263030	FBtr0306909	protein_coding	0	14	3	52	5	0	1	28	0	5	3	0	0	0	1	0	0	0	0	14	13
CG43325	FBgn0263030	FBtr0345502	protein_coding	0	14	3	54	5	0	1	28	0	5	3	0	0	0	1	0	0	0	0	14	15
CG43326	FBgn0263031	FBtr0306910	protein_coding	0	12	1	74	1	0	0	35	0	6	1	0	0	0	2	0	0	0	0	10	34
CG43326	FBgn0263031	FBtr0306911	protein_coding	0	17	1	87	1	4	29	35	0	11	1	0	0	0	3	0	0	0	0	10	13
CG43327	FBgn0263032	FBtr0306912	protein_coding	0	2	5	64	17	0	2	22	0	0	5	0	0	0	0	0	0	0	0	2	23
CG43328	FBgn0263033	FBtr0306913	protein_coding	0	15	2	57	3	3	9	22	0	0	2	0	0	0	0	0	0	0	0	12	23
CG43328	FBgn0263033	FBtr0344871	protein_coding	0	12	2	51	3	0	0	22	0	0	2	0	0	0	0	0	0	0	0	12	26
CG43329	FBgn0263034	FBtr0306914	protein_coding	0	4	0	38	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	21
CG43330	FBgn0263035	FBtr0306915	protein_coding	0	6	2	20	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	6	11
CG43331	FBgn0263036	FBtr0306916	protein_coding	0	4	2	26	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	4	16
CG43332	FBgn0263037	FBtr0306928	protein_coding	1	6	7	28	1	0	0	9	0	2	7	0	0	0	0	1	0	0	0	6	16
CG43333	FBgn0263038	FBtr0306927	protein_coding	0	68	8	490	6	3	14	8	0	422	8	0	0	0	5	0	0	0	0	62	43
CG43335	FBgn0263040	FBtr0306929	protein_coding	1	13	15	58	0	0	0	29	0	6	15	0	0	0	0	0	1	0	0	13	23
CG43336	FBgn0263041	FBtr0306930	protein_coding	0	16	10	67	0	0	0	38	0	2	10	0	0	0	0	0	0	0	0	16	27
CG43337	FBgn0263042	FBtr0306919	protein_coding	1	1	3	63	6	0	2	29	0	12	3	0	0	1	0	0	0	0	0	1	15
CG43337	FBgn0263042	FBtr0344867	protein_coding	1	1	3	63	6	0	2	29	0	12	3	0	0	1	0	0	0	0	0	1	15
CG43338	FBgn0263079	FBtr0306921	protein_coding	0	31	8	67	8	0	2	19	0	8	8	0	0	0	0	0	0	0	0	31	30
CG43338	FBgn0263079	FBtr0306922	protein_coding	0	33	8	89	8	0	1	19	0	41	8	0	0	0	0	0	0	0	0	33	20
CG43339	FBgn0263078	FBtr0306920	protein_coding	0	15	12	48	0	0	0	26	0	6	12	0	0	0	1	0	0	0	0	14	17
CG43339	FBgn0263078	FBtr0343810	protein_coding	0	15	12	49	0	0	0	27	0	6	12	0	0	0	1	0	0	0	0	14	17
CG43340	FBgn0263077	FBtr0306931	protein_coding	0	29	27	508	10	2	9	15	0	470	27	0	0	0	5	0	0	0	0	24	6
CG43340	FBgn0263077	FBtr0306932	protein_coding	0	30	27	613	10	0	10	15	0	575	27	0	0	0	5	0	0	0	0	27	5
CG43340	FBgn0263077	FBtr0306933	protein_coding	0	25	26	586	3	0	10	14	0	554	26	0	0	0	2	0	0	0	0	24	5
CG43340	FBgn0263077	FBtr0306934	protein_coding	0	16	18	316	3	1	12	14	0	262	18	0	0	0	1	0	0	0	0	14	26
CG43340	FBgn0263077	FBtr0306935	protein_coding	0	27	27	508	10	1	5	15	0	474	27	0	0	0	4	0	0	0	0	24	6
CG43340	FBgn0263077	FBtr0306936	protein_coding	0	29	27	613	10	0	10	15	0	575	27	0	0	0	4	0	0	0	0	27	5
CG43340	FBgn0263077	FBtr0306937	protein_coding	0	18	21	311	3	1	12	14	0	257	21	0	0	0	1	0	0	0	0	16	26
CG43340	FBgn0263077	FBtr0306938	protein_coding	0	26	26	585	3	0	10	14	0	553	26	0	0	0	2	0	0	0	0	25	5
CG43340	FBgn0263077	FBtr0306939	protein_coding	0	15	18	325	3	1	14	14	0	273	18	0	0	0	0	0	0	0	0	14	21
CG43340	FBgn0263077	FBtr0306940	protein_coding	0	15	18	325	3	1	11	14	0	276	18	0	0	0	0	0	0	0	0	14	21
CG43340	FBgn0263077	FBtr0306941	protein_coding	2	73	183	273	3	2	9	14	0	241	183	0	0	0	2	0	2	0	0	70	6
